name,rating,vicinity,type,arrondissement,latitude,longitude,user_ratings_total,zip_code
Fontaine Saint-Sulpice,4.6,"76 Rue Bonaparte, Paris",park,6e,48.8508333,2.3333333,572,75006
TUI STORE,4.3,"90 Boulevard du Montparnasse, Paris",park,6e,48.8427623,2.32665,163,75006
Promenade de l'Allée du Séminaire,4.3,"88 Rue Bonaparte, Paris",park,6e,48.84957729999999,2.3328921,22,75006
Square pour chiens Rue Bonaparte,3.7,"898 Allée du Séminaire, Paris",park,6e,48.8489538,2.332881599999999,35,75006
terre-plein de rennes,Note non disponible,"Notre-Dame-des-Champs, Paris",park,6e,48.8481694,2.3277622,Aucune évaluation,75006
Allée Jacques Derrida,Note non disponible,"Boulevard Raspail, Paris",park,6e,48.84703589999999,2.3281095,Aucune évaluation,75006
Roseraie du Luxembourg,4.5,Paris,park,6e,48.84796410000001,2.3344141,23,75006
Fontaine palatine,3.8,"12 Rue Garancière, Paris",park,6e,48.84973499999999,2.335912699999999,4,75006
Square Boucicaut,4.2,"1 Rue de Babylone, Paris",park,6e,48.8514148,2.3256262,451,75006
Square Roger-Stéphane,4.5,"7 Rue Juliette Récamier, Paris",park,6e,48.85293650000001,2.3279138,133,75006
Place Pierre Lafue,4,"125 Boulevard Raspail, Paris",park,6e,48.84473329999999,2.329048900000001,7,75006
Missions-Étrangères Square,4.3,"105 Rue du Bac, Paris",park,6e,48.852463,2.3244389,103,75006
Allée Soeur Emmanuelle,5,"Boulevard Raspail, Paris",park,6e,48.8441066,2.3289721,1,75006
Fontaine de la rue Cherche-Midi,Note non disponible,"97 Rue de Sèvres, Paris",park,6e,48.8485522,2.3219346,Aucune évaluation,75006
Père Armand David Garden,3.8,"90 Rue du Cherche-Midi, Paris",park,6e,48.8477344,2.3220545,4,75006
Jardin du Potager,4.4,"29 Rue de Babylone, Paris",park,6e,48.8506158,2.3214425,21,75006
Plaque à la mémoire de Malik Oussekine,Note non disponible,"20 Rue Monsieur le Prince, Paris",park,6e,48.8500826,2.3399055,Aucune évaluation,75006
Square Ozanam,3.9,"18 Rue Stanislas, Paris",park,6e,48.8432533,2.3273662,173,75006
Esplanade Gaston Monnerville,4.4,"4 Rue Auguste Comte, Paris",park,6e,48.8442719,2.3370637,57,75006
Statue du Professeur Louis-Hubert Farabeuf,Note non disponible,"Odéon, Paris",park,6e,48.85102980000001,2.3404401,Aucune évaluation,75006
Incurables Garden,5,"31 Rue de Babylone, Paris",park,6e,48.85106500000001,2.3205929,5,75006
de l'Université Paris-Cité Botanical Garden,5,"Odéon, Paris",park,6e,48.8430604,2.3347402,1,75006
Bain Viking,5,"24 Rue Mayet, Paris",park,6e,48.8460203,2.3194189,5,75006
Follow Paris,5,"16 bis Rue d'Odessa, Paris",park,6e,48.84214249999999,2.3244089,1,75006
Agence de voyage Montparnasse - Safeer Travel,5,"Montparnasse, Paris",park,6e,48.8398384,2.3293752,9,75006
Fontaine Saint-Michel,4.4,"Place Saint-Michel, Paris",park,6e,48.8532372,2.3437736,6984,75006
square Gaston-Baty,4.1,"Rue du Maine, Paris",park,6e,48.84079930000001,2.323570199999999,71,75006
Helen Keller Garden,5,"Angle boulevard des Invalides, Rue de Sèvres, Paris",park,6e,48.84682739999999,2.316234,3,75006
Square Yves-Klein,4.3,"241 Boulevard Raspail, Paris",park,6e,48.83906529999999,2.3310877,17,75006
UGC Montparnasse,3.7,"83 Boulevard du Montparnasse, Paris",restaurant,6e,48.84352440000001,2.325861500000001,3150,75006
La Coupole,4.4,"102 Boulevard du Montparnasse, Paris",restaurant,6e,48.84225459999999,2.327950599999999,11714,75006
Sushi Shop Paris Cherche-midi,4,"71 Rue du Cherche-Midi, Paris",restaurant,6e,48.84794240000001,2.3237259,292,75006
Pathé Parnasse,3.9,"3 Rue d'Odessa, Paris",restaurant,6e,48.8431109,2.3244487,6083,75006
Pizza Chic,4.1,"13 Rue de Mézières, Paris",restaurant,6e,48.8501944,2.3307223,694,75006
le Rosebud,4.2,"11 bis Rue Delambre, Paris",restaurant,6e,48.84166050000001,2.328278700000001,276,75006
Le Pain Quotidien,3.9,"25 Rue de Varenne, Paris",restaurant,6e,48.8538182,2.3242096,839,75006
Marsan by Helene Darroze,4.3,"4 Rue d'Assas, Paris",restaurant,6e,48.8500532,2.3278184,791,75006
Arpège,4.6,"84 Rue de Varenne, Paris",restaurant,6e,48.8557874,2.3170682,1819,75006
Le Ciel de Paris Restaurant,4.1,"Tour Maine Montparnasse, 56ème étage Tour Maine Montparnasse, Avenue du Maine, Paris",restaurant,6e,48.84220879999999,2.3218183,6786,75006
Chez Papa Jazz Club,4.6,"3 Rue Saint-Benoît, Paris",restaurant,6e,48.85537959999999,2.3335089,879,75006
Les Fondus de la Raclette Paris 14eme - Montparnasse,4.3,"209 Boulevard Raspail, Paris",restaurant,6e,48.8410604,2.3299955,3439,75006
UGC Rotonde,3.8,"103 Boulevard du Montparnasse, Paris",restaurant,6e,48.8423998,2.328960299999999,436,75006
"Cubana Café , Soirées Salsa, Bar à Cocktails, Bar de nuit, Fumoir, Restaurant Montparnasse",4.3,"47 Rue Vavin, Paris",restaurant,6e,48.8426412,2.3289213,1965,75006
McDonald's,3.4,"167 Rue de Rennes, Paris",restaurant,6e,48.84447720000001,2.324754,3884,75006
Vagenende,4.3,"142 Boulevard Saint-Germain, Paris",restaurant,6e,48.85295290000001,2.3375963,1484,75006
Café Cassette,4.3,"73 Rue de Rennes, Paris",restaurant,6e,48.85078420000001,2.3306378,4457,75006
Lucernaire,4.5,"53 Rue Notre Dame des Champs, Paris",restaurant,6e,48.844247,2.330402,638,75006
La Rotonde,4.3,"105 Boulevard du Montparnasse, Paris",restaurant,6e,48.84236199999999,2.3291618,3846,75006
La Société,4.1,"4 Place Saint-Germain des Prés, Paris",restaurant,6e,48.85440049999999,2.3332552,562,75006
Ravi,4.2,"50 Rue de Verneuil, Paris",restaurant,6e,48.85853059999999,2.3276202,233,75006
Indiana Club Maine,3.9,"77 Avenue du Maine, Paris",restaurant,6e,48.8384194,2.3228278,2448,75006
Crêperie Saint-Malo,4.1,"53 Rue du Montparnasse, Paris",restaurant,6e,48.8422138,2.325768,529,75006
Ralph's Restaurant,4,"173 Boulevard Saint-Germain, Paris",restaurant,6e,48.8542003,2.330697,1485,75006
Hammam Pacha,4.7,"17 Rue Mayet, Paris",restaurant,6e,48.84641,2.3192913,4109,75006
La Pachanga,3.6,"8 Rue Vandamme, Paris",restaurant,6e,48.83962500000001,2.322989,604,75006
Le Nemrod,4,"51 Rue du Cherche-Midi, Paris",restaurant,6e,48.8487809,2.3253501,762,75006
Le Relais de l'Entrecôte,4.2,"101 Boulevard du Montparnasse, Paris",restaurant,6e,48.8425095,2.3287166,4086,75006
Starbucks Coffee,3.8,"70 Boulevard du Montparnasse, Paris",restaurant,6e,48.8433,2.32488,1400,75006
Azabu,4.7,"3 Rue André Mazet, Paris",restaurant,6e,48.85413020000001,2.339112000000001,437,75006
Musée Rodin,4.7,"77 Rue de Varenne, Paris",museum,6e,48.8553072,2.3158354,17560,75006
Cartier Foundation for Contemporary Art,4.3,"261 Boulevard Raspail, Paris",museum,6e,48.83729169999999,2.331915099999999,4070,75006
Bourdelle Museum,4.6,"18 Rue Antoine Bourdelle, Paris",museum,6e,48.8431549,2.3186433,2958,75006
Musée de La Poste,4.7,"34 Boulevard de Vaugirard, Paris",museum,6e,48.8414268,2.3172181,714,75006
The Army Museum,4.6,"129 Rue de Grenelle, Paris",museum,6e,48.85579329999999,2.3125934,24696,75006
Museum of Relief Maps,4.6,"Hôtel national des Invalides, 129 Rue de Grenelle, Paris",museum,6e,48.8564622,2.3133924,233,75006
Montparnasse Gallery,4.5,"55 Rue du Montparnasse, Paris",museum,6e,48.84212400000001,2.3256953,70,75006
Espace Frans Krajcberg,4.4,"21 Avenue du Maine, Paris",museum,6e,48.84343259999999,2.3207506,59,75006
The Thinker,4.3,"77 Rue de Varenne, Paris",museum,6e,48.8556164,2.315519199999999,432,75006
Fondation Dubuffet,4.3,"137 Rue de Sèvres, Paris",museum,6e,48.8470336,2.3176112,38,75006
La Maison des histoires,4.8,"11 Rue de Sèvres, Paris",museum,6e,48.851651,2.328349,276,75006
Premiere reunion du C.N.R.,5,"48 Rue du Four, Paris",museum,6e,48.85241990000001,2.3308864,1,75006
La loi,Note non disponible,"15 All. Saint-Paul, Villeneuve-la-Garenne",museum,6e,48.8539921,2.3262926,Aucune évaluation,75006
Manuela,Note non disponible,"20 Rue Jacob, Paris",museum,6e,48.8551235,2.3354628,Aucune évaluation,75006
Independence des États-Unis / USA independence,Note non disponible,"56 Rue Jacob, Paris",museum,6e,48.85642199999999,2.3321207,Aucune évaluation,75006
Terzo Paradiso di Michelangelo Pistoletto,Note non disponible,"6 Cité de Varenne, Paris",museum,6e,48.8532864,2.321369,Aucune évaluation,75006
José Barón Carreño,Note non disponible,"Rue de Villersexel, Paris",museum,6e,48.8585125,2.3241326,Aucune évaluation,75006
Historial Charles de Gaulle,4.6,"129 Rue de Grenelle, Paris",museum,6e,48.85629960000001,2.3131679,37,75006
Immeuble atelier d'André Arfvidson,4.9,"31-31 bis Rue Campagne Première, Paris",museum,6e,48.83887130000001,2.3315226,8,75006
New Gallery of Digital Art,Note non disponible,"1 Rue de la Légion d'Honneur, Paris",museum,6e,48.8599706,2.326559199999999,Aucune évaluation,75006
Victoria Palace Hotel,4.5,"6 Rue Blaise Desgoffe, Paris",playground,6e,48.845813,2.324388,589,75006
Residence Renoir,2.8,"39 Rue du Montparnasse, Paris",playground,6e,48.8426522,2.3262462,397,75006
15th arrondissement,Note non disponible,15th arrondissement,playground,6e,48.8426159,2.2924372,Aucune évaluation,75006
Crystal Hotel Paris,4,"24 Rue Saint-Benoît, Paris",playground,6e,48.8543867,2.3327353,104,75006
Madison Hôtel,4.6,"143 Boulevard Saint-Germain, Paris",playground,6e,48.8532532,2.3344313,301,75006
Grand Hôtel des Balcons,4.5,"3 Rue Casimir Delavigne, Paris",playground,6e,48.8503619,2.3393469,563,75006
Grand Hôtel de L'Univers,4.4,"6 Rue Grégoire de Tours, Paris",playground,6e,48.8534922,2.337885099999999,274,75006
Apostrophe Hotel,4.3,"3 Rue de Chevreuse, Paris",playground,6e,48.8418113,2.3317823,255,75006
Odéon Hôtel by Malone,4.4,"3 Rue de l'Odéon, Paris",playground,6e,48.85142399999999,2.338849,331,75006
Timhotel Odessa Montparnasse,3.9,"8 Rue d'Odessa, Paris",playground,6e,48.842637,2.3243283,538,75006
La Villa Saint-Germain-des-Pres,4.6,"29 Rue Jacob, Paris",playground,6e,48.8553448,2.3341695,239,75006
Millesime Hôtel Paris,4.8,"15 Rue Jacob, Paris",playground,6e,48.85504290000001,2.3350443,171,75006
Timhotel Paris Gare Montparnasse,3.5,"22 Rue de l'Arrivée, Paris",playground,6e,48.84298880000001,2.321176299999999,884,75006
Villa Des Princes,3.9,"19 Rue Monsieur le Prince, Paris",playground,6e,48.8511522,2.339479,176,75006
square Cambronne,4.1,"2 Rue Alexandre Cabanel, Paris",park,7e,48.8481166,2.3025155,195,75007
Champ de Mars,4.6,Paris,park,7e,48.85580470000001,2.2983766,202376,75007
Berges de Seine,4.5,"Quai d'Orsay, Paris",park,7e,48.86300139999999,2.309851000000001,533,75007
Archipel des Berges de Seine Niki de Saint-Phalle,4.5,"Quai d'Orsay, Paris",park,7e,48.8630811,2.3046713,208,75007
Promenade du Cours Albert 1er,3.7,"17 Cours Albert 1er, Paris",park,7e,48.8648523,2.3141187,12,75007
Esplanade des Invalides,4.5,"1 Rue Fabert, Paris",park,7e,48.86100450000001,2.3132288,6007,75007
Square Jean Perrin,4.3,"10 Avenue des Champs-Élysées, Paris",park,7e,48.8668853,2.311635700000001,20,75007
Vertical Garden Wall,4.7,"55 Quai Jacques Chirac, Paris",park,7e,48.8608452,2.2963974,86,75007
Square Franck Bauer,4.2,"26 Rue Dupleix, Paris",park,7e,48.85120939999999,2.2957579,257,75007
Scènes d'extérieur spécialiste de l'aménagement de terrasses,5,"10 Rue Edgar Faure, Paris",park,7e,48.8528285,2.2944283,12,75007
Forinvest Business Angels,Note non disponible,"6 Rue de la Tremoille, Paris",park,7e,48.8663842,2.3021549,Aucune évaluation,75007
La Bonbonnière de Marie,3.5,"Allée Adrienne Lecouvreur, Paris",park,7e,48.8555947,2.300824,187,75007
Lawn Avenue Breteuil,4.6,"44 Avenue de Breteuil, Paris",park,7e,48.8495968,2.3119153,244,75007
Square Santiago du Chili,3.8,"1 Avenue de la Motte-Picquet, Paris",park,7e,48.8575188,2.310963499999999,5,75007
Intendant Garden,4.9,"6 Boulevard des Invalides, Paris",park,7e,48.85443189999999,2.313592899999999,15,75007
Place Salvador Allende,4.4,"154 Rue de Grenelle, Paris",park,7e,48.8577942,2.3103956,67,75007
Square d'Ajaccio,Note non disponible,"127 Rue de Grenelle, Paris",park,7e,48.8577969,2.3158287,Aucune évaluation,75007
Hubert LYAUTEY (MARECHAL DE FRANCE),4.7,"Military School, Paris",park,7e,48.8537877,2.3098425,6,75007
Place Denys Cochin,Note non disponible,"Place Denys Cochin, Paris",park,7e,48.85371920000001,2.309791,Aucune évaluation,75007
Jardin de l'Eglise Evangélique Luthérienne Saint-Jean-Denys-Bulher,4.3,"147 Rue de Grenelle, Paris",park,7e,48.8576108,2.308061599999999,11,75007
Place André Tardieu,5,"Place André Tardieu, Paris",park,7e,48.85159759999999,2.314237099999999,1,75007
Pierre de Gaulle Square,4,"2 Place du Président Mithouard, Paris",park,7e,48.8509873,2.313147799999999,82,75007
Abbé Esquerré Square,4.2,"2 Place du Président Mithouard, Paris",park,7e,48.85025599999999,2.3136021,64,75007
Parc canin,3,"Place de Fontenoy-Unesco, Paris",park,7e,48.8504441,2.30615,3,75007
Fontaine du Gros Caillou,4.6,"31 Rue de l'Exposition, Paris",park,7e,48.8583687,2.3024002,23,75007
Square of Tolerance,5,"6 Avenue de Saxe, Paris",park,7e,48.84990049999999,2.307074499999999,2,75007
The garden of Peace (or Japanese Garden) of UNESCO,3.4,Paris,park,7e,48.84950480000001,2.307079600000001,20,75007
Esplanade Jacques-Chaban-Delmas,4.4,"Esplanade Jacques Chaban-Delmas, Paris",park,7e,48.8482715,2.3117607,167,75007
Noocity Vegetable Garden at UNESCO,5,"7 Place de Fontenoy-Unesco, Paris",park,7e,48.8494562,2.3059397,1,75007
Esplanade Habib Bourguiba,4.8,"pont des Invalides, Pont de l'Alma, Paris",park,7e,48.86273930000001,2.3041076,5,75007
Promenade du Cours La Reine,4.8,"Cours la Reine, Paris",park,7e,48.86456159999999,2.3162222,16,75007
trocadero,4.8,"38 Avenue de la Bourdonnais 38, Paris",park,7e,48.85791399999999,2.2992678,4,75007
Jardin d'Erevan,4.6,"44 Port de la Conférence, Paris",park,7e,48.86435569999999,2.307302599999999,58,75007
Jardin de la Nouvelle France,5,"Avenue Franklin Delano Roosevelt, Paris",park,7e,48.86512760000001,2.3106064,4,75007
Square Lowendal,Note non disponible,"6 Rue Mario Nikis, Paris",park,7e,48.8485383,2.3041153,Aucune évaluation,75007
Jardin de Kyiv au Peuple Ukrainien,4.6,"1 Cours la Reine, Paris",park,7e,48.8654575,2.31525,337,75007
Bassins du Champ de Mars,4.5,"Place Jacques Rueff, Paris",park,7e,48.8560864,2.2979138,1279,75007
Jardin Charles Aznavour,5,Paris,park,7e,48.86535120000001,2.3168994,2,75007
La Clinique Des Plantes,Note non disponible,"59 Avenue de Saxe, Paris",park,7e,48.84642769999999,2.313504,Aucune évaluation,75007
Fontaine à eau,Note non disponible,"10 Cours la Reine, Paris",park,7e,48.86546529999999,2.3166135,Aucune évaluation,75007
Bateaux-Mouches,4.3,"Pont de l'Alma, Port de la Conférence, Paris",restaurant,7e,48.86401059999999,2.3059374,27706,75007
Jules Verne,4.4,"Avenue Gustave Eiffel 2ème, Tour Eiffel, Avenue Anatole France, Paris",restaurant,7e,48.8583698,2.2944833,2769,75007
La Fontaine de Mars,4.4,"129 Rue Saint-Dominique, Paris",restaurant,7e,48.8583982,2.3025519,2038,75007
Les Cocottes,4.2,"135 Rue Saint-Dominique, Paris",restaurant,7e,48.85819849999999,2.3018707,2211,75007
Il Sorrentino,4.4,"4 Rue de Monttessuy, Paris",restaurant,7e,48.8598629,2.3002833,868,75007
Lasserre,4.5,"17 Avenue Franklin Delano Roosevelt, Paris",restaurant,7e,48.8663494,2.3099175,552,75007
Le Grand Bistro de Breteuil,3.6,"3 Place de Breteuil, Paris",restaurant,7e,48.847624,2.3123731,713,75007
L’Ami Jean,4.5,"27 Rue Malar, Paris",restaurant,7e,48.8602837,2.3060112,1165,75007
Lily Wang,4.1,"40 Avenue Duquesne, Paris",restaurant,7e,48.84983769999999,2.3125281,558,75007
Au bon accueil,4.5,"14 Rue de Monttessuy, Paris",restaurant,7e,48.85969790000001,2.2992811,726,75007
Pasco,4.4,"74 Boulevard de la Tour-Maubourg, Paris",restaurant,7e,48.8561214,2.3096269,420,75007
Zig Zag,4.4,"58 Boulevard Garibaldi, Paris",restaurant,7e,48.84614670000001,2.306890000000001,1647,75007
Le Petit Palais,3.2,"22 Rue Saint-Dominique, Paris",restaurant,7e,48.85993190000001,2.3179509,112,75007
Firmin le Barbier,4.4,"20 Rue de Monttessuy, Paris",restaurant,7e,48.859517,2.298475,432,75007
Chez Françoise,4.1,"10 Rue Amélie, Paris",restaurant,7e,48.8589973,2.3073984,3136,75007
Les Ombres,4.1,"27 Quai Jacques Chirac, Paris",restaurant,7e,48.86178,2.29869,2354,75007
Auberge Bressane,4.5,"16 Avenue de la Motte-Picquet, Paris",restaurant,7e,48.85653699999999,2.308508999999999,1213,75007
De la Tour,4.6,"6 Rue Desaix, Paris",restaurant,7e,48.8544716,2.2949214,605,75007
La Terrasse du 7ᵉ,4.1,"2 Place de l'École Militaire, Paris",restaurant,7e,48.8546612,2.3058156,3341,75007
Chez Francis,3.6,"7 Place de l'Alma, Paris",restaurant,7e,48.8650784,2.3018484,4224,75007
La Pause Parisienne,3.4,"1 Rue de Solferino, Paris",restaurant,7e,48.86134849999999,2.3249281,362,75007
Restaurant du Musée d'Orsay,4.1,"1 Rue de la Légion d'Honneur, Paris",restaurant,7e,48.860322,2.325518,1168,75007
Starbucks,3.8,"66 Avenue de la Motte-Picquet, Paris",restaurant,7e,48.84949999999999,2.29817,1613,75007
Le Suffren,4.3,"84 Avenue de Suffren, Paris",restaurant,7e,48.8511726,2.3005486,4313,75007
Les Fables de La Fontaine,4.2,"131 Rue Saint-Dominique, Paris",restaurant,7e,48.85831489999999,2.302333,678,75007
Théâtre du Rond-Point,4.5,"2Bis Avenue Franklin Delano Roosevelt, Paris",restaurant,7e,48.8677649,2.3107975,2004,75007
Restaurant Petrossian,4.6,"13 Boulevard de la Tour-Maubourg, Paris",restaurant,7e,48.8609799,2.3105437,396,75007
Matsuri Bac,4.2,"74 Rue du Bac, Paris",restaurant,7e,48.8554524,2.3249428,1495,75007
Le Florimond,4.7,"19 Avenue de la Motte-Picquet, Paris",restaurant,7e,48.8557114,2.3080987,555,75007
"Le Bosquet, restaurant",4.1,"46 Avenue Bosquet, Paris",restaurant,7e,48.856027,2.3044807,891,75007
L'Antre Amis,4.6,"9 Rue Bouchut, Paris",restaurant,7e,48.8467683,2.310242,734,75007
Restaurant CINQ-MARS,4.5,"51 Rue de Verneuil, Paris",restaurant,7e,48.8586028,2.3269472,786,75007
Le Saint Germain,3.9,"62 Rue du Bac, Paris",restaurant,7e,48.85585409999999,2.3252904,1246,75007
Le Violon d'Ingres,4.5,"135 Rue Saint-Dominique, Paris",restaurant,7e,48.85819849999999,2.3018707,1011,75007
Le Bouchon,4.1,"28 Avenue de Suffren, Paris",restaurant,7e,48.855,2.294444399999999,3108,75007
Café de l'Esplanade,3.9,"52 Rue Fabert, Paris",restaurant,7e,48.85822879999999,2.3110002,1442,75007
Le Bistrot d'Eléonore et Maxence,4.3,"39 Avenue Duquesne, Paris",restaurant,7e,48.8514407,2.3109601,1466,75007
Joséphine Chez Dumonet,4.5,"117 Rue du Cherche-Midi, Paris",restaurant,7e,48.8457904,2.319870400000001,788,75007
Le Bistrot de Paris,4.4,"33 Rue de Lille, Paris",restaurant,7e,48.8585085,2.3294352,391,75007
Le Basilic,3.8,"2 Rue Casimir Périer, Paris",restaurant,7e,48.8576199,2.3188824,656,75007
Le Poulpry,4.5,"12 Rue de Poitiers, Paris",restaurant,7e,48.85882600000001,2.3259769,150,75007
Le Colonel,4.5,"29 Avenue de Lowendal, Paris",restaurant,7e,48.84896560000001,2.303420400000001,518,75007
Dupin,4.4,"11 Rue Dupin, Paris",restaurant,7e,48.8497811,2.325460399999999,621,75007
Petit Palais,4.7,"Avenue Winston Churchill, Paris",museum,7e,48.86604790000001,2.3145896,19390,75007
Grand Palais,4.5,Paris,museum,7e,48.86610909999999,2.3124544,21777,75007
Musée du quai Branly - Jacques Chirac,4.6,"37 Quai Jacques Chirac, Paris",museum,7e,48.8608889,2.297894,17473,75007
Palais de la Découverte,4.5,"Avenue Franklin Delano Roosevelt, Paris",museum,7e,48.8662025,2.3108215,5366,75007
Paris Sewer Museum,4.3,"Esplanade Habib Bourguiba, Pont de l'Alma, Paris",museum,7e,48.862538,2.3024832,1431,75007
Musée d'Art Moderne de Paris,4.4,"11 Avenue du Président Wilson, Paris",museum,7e,48.86434209999999,2.2978208,7079,75007
Palais de Tokyo,4.4,"13 Avenue du Président Wilson, Paris",museum,7e,48.8645866,2.2966748,10468,75007
Musée de l'Ordre de la Libération,4.7,"129 Rue de Grenelle, Paris",museum,7e,48.855304,2.311661200000001,65,75007
Comité du Film Ethnographique - Festival international Jean Rouch,4.8,"Quai Branly, musée du Jacques Chirac, 222 Rue de l'Université, Paris",museum,7e,48.8601703,2.2971871,4,75007
Musée Yves Saint Laurent,4.3,"5 Avenue Marceau, Paris",museum,7e,48.8656404,2.2994513,3854,75007
Musée de L’Armée,4.5,"21 Rue de Constantine, Paris",museum,7e,48.85691,2.3123066,19,75007
Les Invalides,4.6,"2 Place Vauban, Paris",museum,7e,48.853207,2.3127174,24,75007
CGSP,Note non disponible,"18 Rue de Martignac, Paris",museum,7e,48.8582761,2.3186413,Aucune évaluation,75007
Statue Antoine de Saint-Exupéry,4,"11 Place du Président Mithouard, Paris",museum,7e,48.85067910000001,2.3125959,2,75007
Grand Palais Éphémère,4.4,"2 Place Joffre, Paris",museum,7e,48.85316640000001,2.302463000000001,2446,75007
Fluctuart - Centre d'art urbain,4.3,"2 port du Gros Caillou, Paris",museum,7e,48.8630873,2.3093367,2229,75007
Friends of the Orsay Museum,4.8,"62 Rue de Lille, Paris",museum,7e,48.8598798,2.325481599999999,15,75007
Astrolabe ESA HQ Visitor Center and Space Shop,5,"Square Lowendal, 6 Rue Mario Nikis, Paris",museum,7e,48.8485338,2.3040769,2,75007
Le petit Palais,4.6,Paris,museum,7e,48.8659927,2.3146284,5,75007
La Galerie Dior,4.8,"11 Rue François 1er, Paris",museum,7e,48.8664857,2.307063400000001,3781,75007
Bici Poetica,Note non disponible,"3 Avenue George V, Paris",museum,7e,48.86532,2.3011446,Aucune évaluation,75007
Collection Al Thani,Note non disponible,"2 Place de la Concorde, Paris",museum,7e,48.86676980000001,2.3229809,Aucune évaluation,75007
ibis Paris Tour Eiffel Cambronne 15ème,3.7,"2 Rue Cambronne, Paris",playground,7e,48.84705470000001,2.3013411,5150,75007
Europe Hotel Paris Eiffel,4.1,"103 Boulevard de Grenelle, Paris",playground,7e,48.8495984,2.2969968,453,75007
Les Jardins d'Eiffel,4.5,"8 Rue Amélie, Paris",playground,7e,48.8591563,2.3073104,1414,75007
16th arrondissement,Note non disponible,16th arrondissement,playground,7e,48.85816,2.2748917,Aucune évaluation,75007
Timhotel Invalides Eiffel,3.9,"35 Boulevard de la Tour-Maubourg, Paris",playground,7e,48.8593152,2.3104179,281,75007
Grand Hôtel Lévêque,4.1,"29 Rue Cler, Paris",playground,7e,48.85742459999999,2.3062067,529,75007
La Bourdonnais,4.6,"111-113 Avenue de la Bourdonnais, Paris",playground,7e,48.8550075,2.3046422,854,75007
Derby Eiffel Hotel,3.9,"5 Avenue Duquesne, Paris",playground,7e,48.8536345,2.3074771,468,75007
Citadines Apart’hotel Tour Eiffel Paris,4.2,"132 Boulevard de Grenelle, Paris",playground,7e,48.84877950000001,2.2980317,585,75007
Villa Marquis member of Meliá Collection,4.6,"35 Rue Jean Goujon, Paris",playground,7e,48.86521510000001,2.3045342,459,75007
Le Grand Hôtel Cayré,4.3,"4 Boulevard Raspail, Paris",playground,7e,48.855376,2.325389,918,75007
Forma'zoo,Note non disponible,"24 Rue Jean Nicot, Paris",zoo,7e,48.85989539999999,2.307601699999999,Aucune évaluation,75007
Parc Monceau,4.6,"35 Boulevard de Courcelles, Paris",park,8e,48.8796835,2.308955,20748,75008
Square Marcel Pagnol,4,"12 Rue de Laborde, Paris",park,8e,48.8759392,2.320326399999999,571,75008
GCU,4.4,"72 Boulevard de Courcelles, Paris",park,8e,48.8801433,2.3061905,8,75008
Fontaine,4.2,"11 Rue du Cardinal Mercier, Paris",park,8e,48.8812408,2.3301548,5,75008
Brazil Forest,Note non disponible,"101 Avenue des Champs-Élysées, Paris",park,8e,48.87147290000001,2.300264400000001,Aucune évaluation,75008
VTKstore,Note non disponible,"10 Rue de Penthièvre, Paris",park,8e,48.8732019,2.316607,Aucune évaluation,75008
Select Distrib,4.4,"10 Rue de Penthièvre, Paris",park,8e,48.87311560000001,2.3165914,7,75008
Garden of the Hôtel Salomon de Rothschild,4.3,"12 Avenue de Friedland, Paris",park,8e,48.87499199999999,2.3027332,356,75008
Aire de jeux de la rue Hélène,3.7,"12 Rue Hélène, Paris",park,8e,48.88646960000001,2.3247277,7,75008
Square des Batignolles,4.5,"144bis Rue Cardinet, Paris",park,8e,48.8875,2.3164794,3578,75008
DODOCYCLO,1,"10 Rue de Penthièvre, Paris",park,8e,48.87306960000001,2.3166447,1,75008
mairie du 8 Garden,3,"56 Boulevard Malesherbes, Paris",park,8e,48.87751410000001,2.3180009,1,75008
Sauvez-Une-Plante,Note non disponible,"14 Rue de la Pépinière, Paris",park,8e,48.8753402,2.3222521,Aucune évaluation,75008
Square Louis-XVI,4.1,"29 Rue Pasquier, Paris",park,8e,48.87374880000001,2.3230239,118,75008
Aire de jeux,4.3,"71 Boulevard Haussmann, Paris",park,8e,48.8740049,2.3236734,3,75008
musee Cernuschi,Note non disponible,"7 Avenue Velasquez, Paris",park,8e,48.8795553,2.3124514,Aucune évaluation,75008
Fontaine du Cirque,4.8,"Avenue des Champs-Élysées, Paris",park,8e,48.8689758,2.312896,17,75008
Square Marigny,4.4,"Unnamed Road, Paris",park,8e,48.869069,2.3124943,302,75008
oo,Note non disponible,"25 Rue de Ponthieu, Paris",park,8e,48.8706045,2.3091347,Aucune évaluation,75008
Jardines de los Campos Elíseos,Note non disponible,"Jardines de los Campos Elíseos, 10 Avenue des Champs-Élysées, Paris",park,8e,48.86795420000001,2.3152614,Aucune évaluation,75008
Line Renaud Garden,Note non disponible,"19 Avenue Gabriel, Paris",park,8e,48.867743,2.316682,Aucune évaluation,75008
Promenade Jacques Hébertot,4,"Boulevard des Batignolles, Paris",park,8e,48.8818917,2.319326599999999,1,75008
Tereska Torrès-Levin Garden,Note non disponible,"15 Rue Laure Diebold, Paris",park,8e,48.87588940000001,2.305351899999999,Aucune évaluation,75008
Fontaine de la déesse,4.5,Paris,park,8e,48.8673484,2.3180059,4,75008
Square Berlin,3.8,"1 Avenue de Selves, Paris",park,8e,48.8677481,2.3125659,19,75008
Théâtre du Rond-Point Garden,4,"2Bis Avenue Franklin Delano Roosevelt, Paris",park,8e,48.86816839999999,2.311067399999999,3,75008
