name,rating,vicinity,type,arrondissement,latitude,longitude,user_ratings_total,zip_code
BLC Design Hôtel,3.9,"4 Rue Richard Lenoir, Paris",playground,11e,48.8544205,2.3825992,345,75011
ibis Paris Père-Lachaise,4.1,"80 Rue de la Folie-Regnault, Paris",playground,11e,48.8620806,2.385529500000001,436,75011
ibis Paris Bastille Opéra 11ème,3.9,"15 Rue Bréguet, Paris",playground,11e,48.8574974,2.3728787,2886,75011
Hipotel Paris Père Lachaise République,2.7,"37 Rue Servan, Paris",playground,11e,48.8612468,2.3826348,745,75011
Dièse Hôtel Bastille Paris,3.9,"131 Rue de Charonne, Paris",playground,11e,48.8550581,2.3865599,330,75011
Standard Design Hotel,3.9,"29 Rue des Taillandiers, Paris",playground,11e,48.8554089,2.374606099999999,239,75011
Au Royal Mad,3.2,"68 Rue Sedaine, Paris",playground,11e,48.85817349999999,2.3776416,634,75011
Anya Hotel,3.8,"5 Passage Viallet, Paris",playground,11e,48.8565906,2.3815355,148,75011
Grand Hôtel Nouvel Opéra.,3.1,"152 Avenue Ledru Rollin, Paris",playground,11e,48.85537350000001,2.3787181,732,75011
Color Design Hotel,3.4,"35 Rue de Cîteaux, Paris",playground,11e,48.8493862,2.3809584,514,75011
Hipotel Paris Voltaire Bastille,3.2,"132 Boulevard Voltaire, Paris",playground,11e,48.8573574,2.3804481,422,75011
La Maison de Léa,4.7,"36 Rue Sedaine, Paris",playground,11e,48.85666,2.3742523,29,75011
Le Petit Beaumarchais Hotel & Spa,4.6,"8 Boulevard Beaumarchais, Paris",playground,11e,48.8547494,2.3691443,440,75011
Aparthotel Adagio Access Paris Philippe Auguste,4,"12 Rue Pierre Bayle, Paris",playground,11e,48.8588133,2.3910377,403,75011
Station de métro Breguet Sabin,4.3,"25 Boulevard Richard-Lenoir, Paris",playground,11e,48.85721709999999,2.370519299999999,12,75011
Central Hôtel,2.3,"203 Boulevard Voltaire, Paris",playground,11e,48.8525885,2.3893163,127,75011
Opéra Bastille,4.6,"Place de la Bastille, Paris",playground,11e,48.8525003,2.370342200000001,7793,75011
Nouveau Casino,4.2,"109 Rue Oberkampf, Paris",playground,11e,48.86587129999999,2.3778975,718,75011
La Pâtisserie Cyril Lignac - Paul Bert,4.3,"24 Rue Paul Bert, Paris",playground,11e,48.85257900000001,2.3850522,3126,75011
Bastille Hostel,2.7,"6 Rue Trousseau, Paris",playground,11e,48.85094230000001,2.37875,473,75011
LPL Paris Hotel,2.5,"31 Rue Richard Lenoir, Paris",playground,11e,48.8558584,2.3813695,87,75011
Le Géant des Beaux Arts Paris 11,4.3,"166 Rue de la Roquette, Paris",playground,11e,48.8587266,2.3848886,1188,75011
Square Georges Contenot,3.8,"75 Rue Claude Decaen, Paris",park,12e,48.83719639999999,2.3976162,10,75012
Agence de voyage TUI STORE Paris 12ème,4,"53 Boulevard de Reuilly, Paris",park,12e,48.8398467,2.3971068,56,75012
TimberTech France,3,"10 Allée Vivaldi, Paris",park,12e,48.84133919999999,2.3926305,2,75012
Nomades,2.2,"214 Rue de Charenton, Paris",park,12e,48.8407381,2.3874877,9,75012
Square Jean Morin,4,"238 Rue de Charenton, Paris",park,12e,48.838655,2.388914199999999,194,75012
Les îles du Lac Daumesnil,Note non disponible,"Avenue Daumesnil, Paris",park,12e,48.8381963,2.3994279,Aucune évaluation,75012
Jardin Ilan Halimi,4.2,"54 Rue de Fécamp, Paris",park,12e,48.8360749,2.4014991,145,75012
Monte en Graine,Note non disponible,"6 Sentier de Montempoivre, Paris",park,12e,48.8402324,2.4013938,Aucune évaluation,75012
Escalier Daumesnil (accès PC12),5,"266 Ter Avenue Daumesnil, Paris",park,12e,48.8360804,2.4045125,2,75012
Place Yvette Vincent-Alleaume,3,"Avenue du Général Michel Bizot, Paris",park,12e,48.8399842,2.4046036,1,75012
Petite Ceinture du 12ème,4.6,"21 Rue Rottembourg, Paris",park,12e,48.8384721,2.4066574,84,75012
Square Charles Péguy,4.2,"21 Rue Rottembourg, Paris",park,12e,48.8394263,2.4062594,596,75012
Coulée verte,5,"101 BIS Avenue du Général Michel Bizot, Paris",park,12e,48.8411,2.3995,2,75012
GR 14 Sentier des Ardennes De Paris (Ile de France) à Corbion (Belgique),5,"51 Boulevard Poniatowski, Paris",park,12e,48.8353965,2.4065406,2,75012
Square Georges Contenot,5,"3 Square Georges Contenot, Paris",park,12e,48.8371727,2.396414199999999,1,75012
Square des Anciens Combattants d'Indochine,3,"Porte Doree, Paris",park,12e,48.835334,2.4071797,1,75012
Square Pierre Pasquier,Note non disponible,"2 Boulevard Soult, Paris",park,12e,48.83582849999999,2.408093,Aucune évaluation,75012
square Van Vollenhoven,4.3,"5 Rue Marcel Dubois, Paris",park,12e,48.83464190000002,2.406776100000001,50,75012
Fanny,Note non disponible,"60 Rue de Wattignies, Paris",park,12e,48.834549,2.3977235,Aucune évaluation,75012
Coulée Verte René-Dumont,4.7,"27 Rue de Montempoivre, Paris",park,12e,48.8403928,2.4085774,91,75012
Petite Ceinture du 12ème,4.6,"4 Rue des Meuniers, Paris",park,12e,48.8329998,2.3993023,41,75012
square Georges-Méliès,4,"3 Rue Albert Malet, Paris",park,12e,48.8411236,2.409868,59,75012
Petite Ceinture du 12ème,1,"15 Villa du Bel-Air, Paris",park,12e,48.8423174,2.408393,1,75012
Entrée petite ceinture,Note non disponible,"Villa du Bel-Air, Paris",park,12e,48.8426857,2.4085455,Aucune évaluation,75012
The People - Paris Bercy,4.6,"28 Boulevard de Reuilly, Paris",park,12e,48.8390466,2.3925074,945,75012
Public park with benches,5,"60 Boulevard de Picpus, Paris",park,12e,48.8446411,2.4021344,1,75012
Square Émile Cohl,4,"60 Boulevard Soult, Paris",park,12e,48.84216560000001,2.4101546,64,75012
Square Courteline,4.7,"51 Boulevard de Picpus, Paris",park,12e,48.8447638,2.4018129,10,75012
Square de la Croix Rouge,4.3,"Route de la Croix Rouge, Paris",park,12e,48.83203129999999,2.4076732,154,75012
JCoop12,Note non disponible,"181 Avenue Daumesnil, Paris",park,12e,48.8407126,2.3923755,Aucune évaluation,75012
Jardin de la gare de Reuilly,4.4,"6 Rue Paul Dukas, Paris",park,12e,48.8407533,2.3923504,80,75012
Entrée coulée verte René Dumont,4.6,"21 Avenue Emile Laurent, Paris",park,12e,48.8410958,2.4124467,5,75012
Cook’n Box,Note non disponible,"61 Avenue du Docteur Arnold Netter, Paris",park,12e,48.8452044,2.4056943,Aucune évaluation,75012
Entrée de la coulée verte,Note non disponible,"151 Boulevard Périphérique, Paris",park,12e,48.8407401,2.4131823,Aucune évaluation,75012
Mary-Cassatt Garden,4.5,"55 Boulevard de Picpus, Paris",park,12e,48.8457206,2.4008897,2,75012
Jardin du 12,3.8,"22-26 Rue Georges et Mai Politzer, Paris",park,12e,48.8419534,2.3917453,5,75012
Pelouse de Reuilly,4.3,"Pelouse de Reuilly, Paris",park,12e,48.83013130000001,2.4064243,525,75012
Solange Faladé Garden,4.2,"30 Rue du Rendez-Vous, Paris",park,12e,48.8463094,2.404011300000001,139,75012
Kiosque,Note non disponible,"58 Rue Coriolis, Paris",park,12e,48.8387581,2.388861700000001,Aucune évaluation,75012
Yknt,Note non disponible,"195 B Rue de Paris, Paris",park,12e,48.82883510000001,2.4020747,Aucune évaluation,75012
Square de la pointe Paul Bert,5,"114 Boulevard de la Guyane, Paris",park,12e,48.8420995,2.4145519,1,75012
square Saint-Éloi,4.1,"11 Rue du Colonel Rozanoff, Paris",park,12e,48.8447222,2.387499999999999,366,75012
Les Jardins de La Coulée Verte,Note non disponible,"Coulée Verte René-Dumont, Paris",park,12e,48.8418664,2.3894009,Aucune évaluation,75012
Square Sarah Bernhardt,4.3,"2 Rue de Buzenval, Paris",park,12e,48.8493447,2.4040196,1268,75012
Square Eugène Thomas,4.4,"Rue Descos, Paris",park,12e,48.84127170000001,2.3875965,14,75012
Place Sarah-Monod,5,"Rue Montgallet, Paris",park,12e,48.84422420000001,2.3899005,1,75012
Square Marianne,Note non disponible,"16 Place de la Nation, Paris",park,12e,48.8472808,2.3954807,Aucune évaluation,75012
Bercy Beaucoup,4.4,"5 Boulevard Poniatowski, Paris",park,12e,48.8301301,2.3916468,166,75012
Jardin de Reuilly - Paul Pernin,4.4,"15 Rue Albinoni, Paris",park,12e,48.8422086,2.3876978,2672,75012
Square Fernand Foureau,4,"3 Rue Fernand Foureau, Paris",park,12e,48.84652519999999,2.4116746,3,75012
square Réjane,3.8,"58 Rue de Lagny, Paris",park,12e,48.8484901,2.4045987,82,75012
Jardin Marguerite Huré,4,"2 Boulevard Carnot, Paris",park,12e,48.84593599999999,2.4131147,2,75012
"FranceVerte : jardinerie, paysagiste, horticulteur, pépiniériste, fleuriste, ...",3,"30 Rue de Lagny, Paris",park,12e,48.8486868,2.4022769,2,75012
L’Arbre Végétalisé par Vert Lézard Fleurs,5,"6 Avenue Dorian, Paris",park,12e,48.8472833,2.394044699999999,2,75012
Espace canin - square rejane,4,"3 Rue Lucien et Sacha Guitry, Paris",park,12e,48.8487711,2.4047535,2,75012
Marianne Garden,4.3,"Place de la Nation, Paris",park,12e,48.8485161,2.3961377,9,75012
Sarah bernhart,Note non disponible,Paris,park,12e,48.8496345,2.4030306,Aucune évaluation,75012
Rue-Noël-Ballay Garden,4,"Rue Noël Ballay, Paris",park,12e,48.84775699999999,2.4119858,2,75012
Velorue,2.3,"Rue de Charenton, Paris",park,12e,48.8427982,2.3857656,3,75012
Place Charles Digeon,4.1,"Place Charles Digeon, Saint-Mandé",park,12e,48.8432349,2.4185187,10,75012
Le Ruisseau Hotel,4.3,"137 Avenue Gallieni, Saint-Mandé",restaurant,12e,48.84620839999999,2.4163612,427,75012
LE COSY PICPUS,4.2,"50 Avenue de Saint-Mandé, Paris",restaurant,12e,48.8447222,2.4025,2043,75012
Bercy Village,4.4,"28 Rue François Truffaut, Paris",restaurant,12e,48.8328395,2.3861883,28353,75012
The Frog at Bercy Village,4,"25 Cour Saint-Emilion, Paris",restaurant,12e,48.8330583,2.3860461,4677,75012
La Pelouse de Reuilly,3.8,"92 Boulevard Poniatowski, Paris",restaurant,12e,48.83378450000001,2.4039654,161,75012
UGC Ciné Cité Bercy,4.3,"2 Cour Saint-Emilion, Paris",restaurant,12e,48.8321456,2.3852367,9282,75012
Chai 33,3.9,"33 Cour Saint-Emilion, Paris",restaurant,12e,48.833196,2.386508999999999,3280,75012
Chez Prosper,4,"7 Avenue du Trône, Paris",restaurant,12e,48.84862,2.3983205,4023,75012
Le Patio,4.3,"47 Cours de Vincennes, Paris",restaurant,12e,48.8480739,2.403825400000001,994,75012
L’Auberge Aveyronnaise,4.5,"40 Rue Gabriel Lamé, Paris",restaurant,12e,48.83488209999999,2.3861899,3962,75012
Les Zygomates,4.6,"7 Rue de Capri, Paris",restaurant,12e,48.8358758,2.3983376,348,75012
Jodhpur Palace,4.3,"42 Allée Vivaldi, Paris",restaurant,12e,48.8420423,2.3897339,868,75012
Cinémathèque Française,4.4,"51 Rue de Bercy, Paris",restaurant,12e,48.83722220000001,2.3825,2771,75012
Starbucks,3.8,"5 Rue de l'Ambroisie, Paris",restaurant,12e,48.8338,2.38593,2796,75012
Café Capone,3.6,"8-10 Avenue du Trône, Paris",restaurant,12e,48.847756,2.398118,2046,75012
Le Janissaire,4.5,"22/24 Allée Vivaldi, Paris",restaurant,12e,48.8415763,2.3915354,1105,75012
Hippopotamus Steakhouse,3.9,"27/29 Cour Saint-Emilion, Paris",restaurant,12e,48.83315899999999,2.386328,4573,75012
Domino's Pizza Paris - Charenton,3.9,"204 Rue de Charenton, Paris",restaurant,12e,48.8414436,2.3868367,623,75012
Robata,4.1,"96 Rue Claude Decaen, Paris",restaurant,12e,48.8387688,2.396421,448,75012
Chez ma belle mère,4,"257 Avenue Daumesnil, Paris",restaurant,12e,48.8366956,2.4040969,1921,75012
Au Métro,4,"8 Place Félix Eboué, Paris",restaurant,12e,48.8390738,2.3961586,1123,75012
La Mère Pouchet,4,"168 Boulevard Diderot, Paris",restaurant,12e,48.8478428,2.3927661,1439,75012
Yeko,4.4,"154 Avenue Daumesnil, Paris",restaurant,12e,48.84021010000001,2.3924523,424,75012
Le Kanoun,4.1,"164 Rue de Paris, Charenton-le-Pont",restaurant,12e,48.82854269999999,2.4030708,203,75012
Fakra Restaurant Libanais,4.4,"317 Rue du Faubourg Saint-Antoine, Paris",restaurant,12e,48.8488718,2.3936504,1459,75012
La Feria,4.2,"25 Rue Montgallet, Paris",restaurant,12e,48.84380770000001,2.3881773,479,75012
Zendo,3.8,"43 Rue Gabriel Lamé, Paris",restaurant,12e,48.8349764,2.3855223,441,75012
McDonald's Porte de Vincennes,3.2,"111 Cours de Vincennes, Paris",restaurant,12e,48.8475254,2.4108063,1945,75012
Lenôtre,3.9,"22 Avenue de la Porte de Vincennes, Paris",restaurant,12e,48.8462411,2.4154518,708,75012
Le Picpus,4.5,"125 Rue de Picpus, Paris",restaurant,12e,48.838182,2.401716,166,75012
C'Sters Café,4,"4 Place Edouard Renard, Paris",restaurant,12e,48.8347437,2.4074388,1191,75012
Vin & Marée Voltaire Nation,4.1,"276 Boulevard Voltaire, Paris",restaurant,12e,48.849715,2.3932467,812,75012
Le Pavillon Céleste,4.4,"116 Bis Rue de Paris, Charenton-le-Pont",restaurant,12e,48.825775,2.4074118,396,75012
Zen Sushi Soult,4.1,"103 Boulevard Soult, Paris",restaurant,12e,48.8430901,2.4095839,170,75012
Bao Wong,4.2,"68 Boulevard de Picpus, Paris",restaurant,12e,48.84539759999999,2.4023821,326,75012
Morello Pizza,4.5,"1 Rue Sidi Brahim, Paris",restaurant,12e,48.8385474,2.3993459,313,75012
Le Relais D'Or,3.2,"104 Boulevard Poniatowski, Paris",restaurant,12e,48.8349728,2.4061722,21,75012
Iris Café,3.6,"2 Boulevard de Picpus, Paris",restaurant,12e,48.8395246,2.4004892,138,75012
POKE 4 SAISONS,4.2,"8 Rue Lamblardie, Paris",restaurant,12e,48.84013099999999,2.397192,45,75012
Compass Group France,Note non disponible,"125t Rue de Reuilly, Paris",restaurant,12e,48.8404373,2.3951038,Aucune évaluation,75012
Burger King,4,"279 Avenue Daumesnil, Paris",restaurant,12e,48.8358557,2.4065399,4196,75012
Sakura,4.1,"254 Avenue Daumesnil, Paris",restaurant,12e,48.836668,2.4029383,184,75012
pizza di famiglia,4.5,"122 Rue de Picpus, Paris",restaurant,12e,48.83772829999999,2.401834999999999,201,75012
O Bon Traiteur,4.9,"222 Avenue Daumesnil, Paris",restaurant,12e,48.837409,2.400905,312,75012
Boulangerie- Pâtisserie AU BEC SUCRE by Frederick Comyn,3.6,"254 Avenue Daumesnil, Paris",restaurant,12e,48.83673210000001,2.4027169,850,75012
Le Chalet,4.1,"100 Rue de Picpus, Paris",restaurant,12e,48.83905050000001,2.4006763,50,75012
BAR DES SPORTS,4.3,"73 Avenue du Général Michel Bizot, Paris",restaurant,12e,48.8364224,2.4029581,92,75012
Franprix,3.1,"108 Avenue du Général Michel Bizot, Paris",restaurant,12e,48.8387794,2.4044075,87,75012
Ayama,4.5,"259B Avenue Daumesnil, Paris",restaurant,12e,48.8365513,2.4044769,290,75012
"Chez Long, cuisine vietnamienne",4.5,"57 Avenue du Général Michel Bizot, Paris",restaurant,12e,48.8355097,2.4017565,423,75012
Bistrot XII,4.3,"19 Rue Edouard Robert, Paris",restaurant,12e,48.8374501,2.3983987,135,75012
Le Four,4.8,"269 Avenue Daumesnil, Paris",restaurant,12e,48.83623499999999,2.4053967,472,75012
Le diligent,4.6,"12 Rue de Capri, Paris",restaurant,12e,48.83601759999999,2.3988322,217,75012
Franprix,3.1,"276 Avenue Daumesnil, Paris",restaurant,12e,48.8357013,2.4054353,112,75012
Subway,3,"275 Avenue Daumesnil, Paris",restaurant,12e,48.836111,2.40641,319,75012
McDonald's - Paris Porte Dorée,3.2,"282 Avenue Daumesnil, Paris",restaurant,12e,48.83544430000001,2.4059792,2040,75012
L'Annexe,4.4,"16 Rue Claude Decaen, Paris",restaurant,12e,48.83443339999999,2.4011922,120,75012
Pizza Hut,3.3,"51/53 Boulevard Soult, Paris",restaurant,12e,48.8393878,2.4083761,276,75012
Carrefour City,3.6,"36 46rue D/Wattignie, Paris",restaurant,12e,48.83566250000001,2.3963372,205,75012
Les Pavillons de Bercy - Musée des Arts Forains,4.7,"53 Avenue des Terroirs de France, Paris",museum,12e,48.8325449,2.389323,6538,75012
Palais de la Porte Dorée,4.4,"293 Avenue Daumesnil, Paris",museum,12e,48.8351178,2.4092234,4076,75012
Musée national de l'histoire de l'immigration,4.4,"Palais de la Porte Dorée, 293 Avenue Daumesnil, Paris",museum,12e,48.83515269999999,2.4092347,1750,75012
ESPACE ART ET LIBERTE,4.9,"Place des Marseillais, Charenton-le-Pont",museum,12e,48.82635459999999,2.4053813,29,75012
Réseau C14 - Jeu de piste dans les musées,5,"8 Rue Cannebière, Paris",museum,12e,48.8381178,2.398233099999999,7,75012
ICAMT,Note non disponible,"15 Rue Lasson, Paris",museum,12e,48.843199,2.40694,Aucune évaluation,75012
Fontaine d'Allée Vivaldi,4.8,"4-6 Coulée Verte René-Dumont, Paris",museum,12e,48.8409384,2.3933133,4,75012
SCIENCE EXPERIENCES,4.3,"16 Cour Saint-Emilion, Paris",museum,12e,48.8326349,2.3861231,6042,75012
Musée Méliès,4.6,"51 Rue de Bercy, Paris",museum,12e,48.8371658,2.3823204,356,75012
ibis Paris Bercy Village 12ème,4,"19 Place des Vins de France, Paris",playground,12e,48.8323297,2.3866463,1769,75012
ibis Daumesnil Porte Dorée,3.8,"111 Boulevard Poniatowski, Paris",playground,12e,48.8350894,2.405413100000001,466,75012
Novotel Paris Charenton le Pont,3.9,"3-5 Place des Marseillais, Charenton-le-Pont",playground,12e,48.82613730000001,2.4059152,1479,75012
Agate Hotel,4.2,"8 Cours de Vincennes, Paris",playground,12e,48.84759659999999,2.3998553,416,75012
Best Western Plus 61 Paris Nation,4,"61 Rue de la Voûte, Paris",playground,12e,48.8465653,2.4102405,605,75012
Lux Hôtel Picpus,4.1,"74 Boulevard de Picpus, Paris",playground,12e,48.84575069999999,2.4022334,357,75012
Grand Hotel Dore Paris,4.1,"201 Avenue Daumesnil, Paris",playground,12e,48.83912670000001,2.3974466,358,75012
Best Western Allegro Nation,3.9,"33 Avenue du Docteur Arnold Netter, Paris",playground,12e,48.8430921,2.4050487,526,75012
Pavillon Nation,3.8,"13 Boulevard de Charonne, Paris",playground,12e,48.8493916,2.3987265,295,75012
Pullman Paris Centre - Bercy,4.5,"1 Rue de Libourne, Paris",playground,12e,48.8316251,2.386782,4529,75012
Aparthotel Adagio Access Paris Porte de Charenton,3.8,"203 Rue de Paris, Charenton-le-Pont",playground,12e,48.8292086,2.4012304,1201,75012
ibis Styles Paris Nation Cours de Vincennes,3.8,"96 Cours de Vincennes, Paris",playground,12e,48.84689400000001,2.408006,402,75012
Bed and Bamboo,4.8,"60 Boulevard de Picpus, Paris",playground,12e,48.8446104,2.4025354,6,75012
Printania Hotel,4.2,"91 Avenue du Docteur Arnold Netter, Paris",playground,12e,48.8470305,2.4060228,10,75012
FNAC Paris - Bercy Village,4.1,"Centre Commercial Bercy Village, 49/53 Cour Saint-Emilion, Paris",playground,12e,48.8335976,2.3869811,9325,75012
Cirque Phénix,4.4,"Place du Cardinal Lavigerie, Paris",playground,12e,48.8282784,2.408096,3722,75012
Hospital Armand Trousseau Ap-Hp,3.8,"26 Avenue du Docteur Arnold Netter, Paris",playground,12e,48.84257549999999,2.4054147,797,75012
Agence Nestenn Immobilier Paris 12,4.1,"23 Rue de Toul, Paris",playground,12e,48.8392858,2.402403999999999,42,75012
DARTY Nation,3.6,"21 Cours de Vincennes, Paris",playground,12e,48.8484142,2.4012709,3901,75012
SG,4.1,"96 Avenue du Général Michel Bizot, Paris",playground,12e,48.8378071,2.4039976,65,75012
Crédit Mutuel,4.4,"82 Boulevard Soult, Paris",playground,12e,48.8455889,2.4110725,7,75012
SG,4,"17 Avenue de Saint-Mandé, Paris",playground,12e,48.84552799999999,2.398547999999999,113,75012
Place de la Nation,4.2,"Place de la Nation, Paris",playground,12e,48.8483899,2.3959213,8341,75012
SG,3.8,"197 Avenue Daumesnil, Paris",playground,12e,48.84011,2.394828,272,75012
Natur&Zen Paris 12 : Massages Naturistes Professionnels pour Détente et Relaxation,4.1,"84 Rue de Wattignies, Paris",playground,12e,48.82987749999999,2.3953167,61,75012
Picpus Cemetery,4.4,"35 Rue de Picpus, Paris",playground,12e,48.8440439,2.4001834,50,75012
Paris Habitat - agence Nation,2,"17 Avenue du Docteur Arnold Netter, Paris",playground,12e,48.8421007,2.4047872,29,75012
Hospital Rothschild Ap-Hp,2.8,"5 Rue Santerre, Paris",playground,12e,48.84308389999999,2.3984411,260,75012
E.b.a,Note non disponible,"266 Avenue Daumesnil, Paris",playground,12e,48.8361343,2.404251700000001,Aucune évaluation,75012
Les Incorruptibles,3.6,"102 Avenue du Général de Gaulle, Saint-Mandé",playground,12e,48.83765500000001,2.4178294,61,75012
Animalis Paris 12 - Bercy,4.2,"Centre commercial, 47 Rue des Pirogues de Bercy, Paris",playground,12e,48.83334379999999,2.3874504,2118,75012
APPL Badminton - Natation,4.7,"34 Avenue du Général Michel Bizot, Paris",playground,12e,48.83379610000001,2.399842,7,75012
MEININGER Hotel Paris Porte de Vincennes,4.2,"37 Boulevard Carnot, Paris",playground,12e,48.8438355,2.4131508,3591,75012
SG,4.1,"5 Place des Marseillais, Charenton-le-Pont",playground,12e,48.826771,2.405314,72,75012
Parc zoologique de Paris,4.3,"Avenue Daumesnil, Paris",zoo,12e,48.83340930000001,2.4144067,17090,75012
Zoo de Vincennes,Note non disponible,"19 Rue Gagnée, Ivry-sur-Seine",zoo,12e,48.83384210000001,2.4113493,Aucune évaluation,75012
Librairie-Boutique du Parc zoologique de Paris,5,"Av. Daumesnil, Route de Ceinture du Lac Daumesnil, Paris",zoo,12e,48.83377850000001,2.4127187,1,75012
Serre Tropicale du Parc Zoologique de Paris,4.7,"Avenue Daumesnil, Paris",zoo,12e,48.8333972,2.4166163,44,75012
Bassin aux Otaries,4.6,"Route de Ceinture du Lac Daumesnil, Paris",zoo,12e,48.8320472,2.4173016,94,75012
Grande Volière,4.4,"Avenue Daumesnil, Paris",zoo,12e,48.83362209999999,2.4187386,15,75012
Enclos des Rhinocéros Blancs,5,"306 Avenue Daumesnil, Paris",zoo,12e,48.8319906,2.4177419,4,75012
Grand Rocher du Parc Zoologique de Paris,4.6,Paris,zoo,12e,48.8337205,2.4195792,112,75012
Bâtiment des Girafes,4.5,"53 Avenue de Saint-Maurice, Paris",zoo,12e,48.8324875,2.419952700000001,11,75012
Parc Montsouris,4.6,"2 Rue Gazan, Paris",park,13e,48.8226716,2.3376598,16299,75013
FFRandonnée Île-de-France,3.3,"67 Rue Vergniaud, Paris",park,13e,48.8249868,2.345012,4,75013
Square Gustave Mesureur,3.9,"105 Rue Jeanne d'Arc, Paris",park,13e,48.8339219,2.3621883,122,75013
Place de la Bergère d'Ivry,4,"Rue de Croulebarbe, Paris",park,13e,48.8309723,2.3484053,2,75013
Jardin de la Dalle Des Olympiades,3.8,"32 Rue du Javelot, Paris",park,13e,48.8245832,2.3655672,10,75013
Jardin Charles Trenet,4.1,"31 Rue Brillat Savarin, Paris",park,13e,48.8218191,2.3482545,167,75013
square Caffiéri,5,"11 Avenue Caffieri, Paris",park,13e,48.8198668,2.351523799999999,1,75013
Parc Kellermann,4.3,"19 Rue de la Poterne des Peupliers, Paris",park,13e,48.8189004,2.354709199999999,2166,75013
partagé Des tours au jardin Garden,3.7,"21 Villa d'Esté, Paris",park,13e,48.8221043,2.3664876,3,75013
square Ulysse-Trélat,3.6,"112 Rue Regnault, Paris",park,13e,48.8230227,2.3679259,28,75013
place Eugène-Claudius-Petit,5,"5T Rue d'Alésia, Paris",park,13e,48.82649840000001,2.3388931,1,75013
Marie-Thérèse Auffray Garden,3.9,"8 Avenue de la Sibelle, Paris",park,13e,48.8263931,2.3382523,49,75013
jardin Jean-Claude-Nicolas-Forestier,3.9,"10 Rue Thomire, Paris",park,13e,48.8198677,2.3475935,118,75013
immeubles Choisy - Caillaux Garden,4.1,"8 Rue Philibert Lucot, Paris",park,13e,48.8226414,2.362083,7,75013
square de la Montgolfière,4.1,"42 Rue du Moulinet, Paris",park,13e,48.8269668,2.3541037,103,75013
Square de la place André-Masson,2,"1 place André Masson, Paris",park,13e,48.8276649,2.3547784,1,75013
Cooloc,5,"12 Rue du Moulinet, Paris",park,13e,48.82730859999999,2.3558677,2,75013
Square Henri Rousselle,3.9,"6 Place Paul Verlaine, Paris",park,13e,48.8278353,2.3522039,106,75013
Endroit très chic,Note non disponible,"11 Passage du Moulinet, Paris",park,13e,48.82634369999999,2.3541063,Aucune évaluation,75013
Françoise-Giroud Garden,3,"4 Place d'Italie, Paris",park,13e,48.8307248,2.3533941,6,75013
Jardin Maurice Sicart,4.3,"1 Boulevard Auguste Blanqui, Paris",park,13e,48.8309872,2.3542292,8,75013
Jardin des Deux-Moulins,4.3,"78 Avenue Edison, Paris",park,13e,48.83026389999999,2.358328499999999,25,75013
Ernesto Novo - HLM portraits d'habitants,Note non disponible,"64 Rue du Moulin des Prés, Paris",park,13e,48.82608889999999,2.353450099999999,Aucune évaluation,75013
Parc de Choisy,4.4,"128 Avenue de Choisy, Paris",park,13e,48.8283177,2.3598209,185,75013
Fontaine du Parc,3.8,"Unnamed Road, Paris",park,13e,48.8282332,2.3599564,6,75013
Brassaï Garden,4.3,"Square Brassaï, Paris",park,13e,48.8286721,2.349364599999999,241,75013
Square Luis Say,4,"20 Rue Yeo Thomas, Paris",park,13e,48.831186,2.3614309,1,75013
square de l'Abbé-Georges-Hénocque,4.2,"1 Place de l'Abbé Georges Hénocque, Paris",park,13e,48.8238508,2.3533097,84,75013
Square de la Raffinerie Say,4,"147 Boulevard Vincent Auriol, Paris",park,13e,48.8318532,2.3611513,62,75013
Plaque Commémorative: Dans Cet Hôtel Jean Genet Est Mort Le 15 Avril 1986,Note non disponible,"21 Avenue Stephen Pichon, Paris",park,13e,48.8329145,2.3592873,Aucune évaluation,75013
Yacine Kateb Garden,4.4,"18 Rue Watteau, Paris",park,13e,48.8346581,2.3563089,8,75013
Jardin Paul-Nizan,4,"9 Rue de l'Industrie, Paris",park,13e,48.822541,2.35719,48,75013
Mail de Bièvre,4,"109 Boulevard Auguste Blanqui, Paris",park,13e,48.8299088,2.3450118,25,75013
MIA76,Note non disponible,"66 Avenue d'Ivry, Paris",park,13e,48.8243228,2.3640551,Aucune évaluation,75013
Square du Docteur Navarre,3.9,"Place Dr Navarre, Paris",park,13e,48.8278934,2.366204,19,75013
Square Le Gall,4.6,"Rue Emile Deslandres, Paris",park,13e,48.8349985,2.350430799999999,80,75013
Petite Ceinture du 13ème,4.1,"60 Rue Damesme, Paris",park,13e,48.8213966,2.353976,146,75013
Poterne des Peupliers Garden,3.9,"34 Boulevard Kellermann, Paris",park,13e,48.82119879999999,2.3548907,14,75013
Square Paul-Grimault,4,"28 Rue de la Fontaine à Mulard, Paris",park,13e,48.8228903,2.3479308,109,75013
Jardin du Moulin de la Pointe,4.3,"22 Boulevard Kellermann, Paris",park,13e,48.8211233,2.3573666,331,75013
Petite Ceinture,4.3,"9 Rue Augustin Mouchot, Paris",park,13e,48.8213926,2.3504932,10,75013
13'Infuz - Les tisanes de la Petite Ceinture,5,"en face du n° 9, Rue Augustin Mouchot, Paris",park,13e,48.82133229999999,2.3503297,2,75013
Jardin Federica Montseny,4.2,"2 Place Louis Armstrong, Paris",park,13e,48.83614059999999,2.3599074,43,75013
